Rank,Pair,Symbol_Y,Symbol_X,Score,Score_rt_frequency,Score_beta_smoothness,Score_window_reversion,Score_regime_stability,Score_adf,Score_kurtosis_penalty,RT_Total,RT_Signals,RT_Completion,RT_Annual_Freq,Best_Ref_Lookback,Lookback_Scan,Delta_Beta_Std,Delta_Beta_Rel,Beta_Mean,Beta_CV,WRS_Pct_Fast,WRS_Median_HL,WRS_N_Windows,Regime_Quality,Regime_Total,Regime_Consistency,Regime_Detail,ADF_Pvalue,Spread_Kurtosis,Overlap_Days
373,ARBUSDT-OPUSDT,ARBUSDT,OPUSDT,70.65,9.87,3.0,0.0,13.82,43.96,-0.0,30,44,0.6818,12.409,180,"[{""lookback"": 100, ""n_rt"": 28, ""n_sig"": 46, ""rt_comp"": 0.6086956521739131, ""rt_annual"": 10.61993769470405, ""rt_per_bar"": 0.02737047898338221, ""lb_stability_bonus"": 1.0, ""combined"": 0.01299818449833625}, {""lookback"": 130, ""n_rt"": 24, ""n_sig"": 43, ""rt_comp"": 0.5581395348837209, ""rt_annual"": 9.395498392282958, ""rt_per_bar"": 0.02416918429003021, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.01049032574116849}, {""lookback"": 155, ""n_rt"": 23, ""n_sig"": 42, ""rt_comp"": 0.5476190476190477, ""rt_annual"": 9.251927312775331, ""rt_per_bar"": 0.023760330578512397, ""lb_stability_bonus"": 1.075, ""combined"": 0.010350915456289984}, {""lookback"": 180, ""n_rt"": 30, ""n_sig"": 44, ""rt_comp"": 0.6818181818181818, ""rt_annual"": 12.409399773499436, ""rt_per_bar"": 0.031813361611876985, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.0198645885862238}, {""lookback"": 210, ""n_rt"": 28, ""n_sig"": 42, ""rt_comp"": 0.6666666666666666, ""rt_annual"": 11.989449003516999, ""rt_per_bar"": 0.03066812705366922, ""lb_stability_bonus"": 1.15, ""combined"": 0.01919765601012981}]",0.006516,0.007294,0.893272,0.2355,0.0,32.56,12,4,4,0.8028,"[{""regime"": 1, ""n_rt"": 7, ""n_sig"": 12, ""completion"": 0.5833333333333334, ""annual_freq"": 11.62159090909091}, {""regime"": 2, ""n_rt"": 11, ""n_sig"": 13, ""completion"": 0.8461538461538461, ""annual_freq"": 18.2625}, {""regime"": 3, ""n_rt"": 9, ""n_sig"": 12, ""completion"": 0.75, ""annual_freq"": 14.942045454545456}, {""regime"": 4, ""n_rt"": 3, ""n_sig"": 8, ""completion"": 0.375, ""annual_freq"": 4.980681818181818}]",0.020871,-0.32,1122
374,AVAXUSDT-TIAUSDT,AVAXUSDT,TIAUSDT,70.59,9.19,3.0,0.0,14.26,44.14,-0.0,20,34,0.5882,10.649,155,"[{""lookback"": 100, ""n_rt"": 15, ""n_sig"": 32, ""rt_comp"": 0.46875, ""rt_annual"": 7.393724696356275, ""rt_per_bar"": 0.018726591760299626, ""lb_stability_bonus"": 1.0, ""combined"": 0.006009947304085829}, {""lookback"": 130, ""n_rt"": 14, ""n_sig"": 32, ""rt_comp"": 0.4375, ""rt_annual"": 7.19198312236287, ""rt_per_bar"": 0.018158236057068743, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.005469574538205949}, {""lookback"": 155, ""n_rt"": 20, ""n_sig"": 34, ""rt_comp"": 0.5882352941176471, ""rt_annual"": 10.64868804664723, ""rt_per_bar"": 0.02680965147453083, ""lb_stability_bonus"": 1.075, ""combined"": 0.013002481674986964}, {""lookback"": 180, ""n_rt"": 15, ""n_sig"": 33, ""rt_comp"": 0.45454545454545453, ""rt_annual"": 8.28857791225416, ""rt_per_bar"": 0.020804438280166437, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.007071134835156251}, {""lookback"": 210, ""n_rt"": 18, ""n_sig"": 37, ""rt_comp"": 0.4864864864864865, ""rt_annual"": 10.419175911251982, ""rt_per_bar"": 0.02604920405209841, ""lb_stability_bonus"": 1.15, ""combined"": 0.01016479137856152}]",0.010362,0.019048,0.543983,0.5378,0.0,35.28,8,4,4,0.8763,"[{""regime"": 1, ""n_rt"": 4, ""n_sig"": 7, ""completion"": 0.5714285714285714, ""annual_freq"": 8.594117647058823}, {""regime"": 2, ""n_rt"": 4, ""n_sig"": 9, ""completion"": 0.4444444444444444, ""annual_freq"": 8.594117647058823}, {""regime"": 3, ""n_rt"": 7, ""n_sig"": 11, ""completion"": 0.6363636363636364, ""annual_freq"": 15.039705882352942}, {""regime"": 4, ""n_rt"": 6, ""n_sig"": 8, ""completion"": 0.75, ""annual_freq"": 12.667630057803468}]",0.02054,-0.3361,900
375,DOTUSDT-FETUSDT,DOTUSDT,FETUSDT,70.56,8.99,3.0,0.0,13.94,44.64,-0.0,37,66,0.5606,10.987,210,"[{""lookback"": 100, ""n_rt"": 36, ""n_sig"": 65, ""rt_comp"": 0.5538461538461539, ""rt_annual"": 9.812686567164178, ""rt_per_bar"": 0.025714285714285714, ""lb_stability_bonus"": 1.0, ""combined"": 0.010598836221600934}, {""lookback"": 130, ""n_rt"": 33, ""n_sig"": 62, ""rt_comp"": 0.532258064516129, ""rt_annual"": 9.200954198473282, ""rt_per_bar"": 0.02408759124087591, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.00973620141826261}, {""lookback"": 155, ""n_rt"": 34, ""n_sig"": 65, ""rt_comp"": 0.5230769230769231, ""rt_annual"": 9.66420233463035, ""rt_per_bar"": 0.025278810408921933, ""lb_stability_bonus"": 1.075, ""combined"": 0.010280481065868033}, {""lookback"": 180, ""n_rt"": 34, ""n_sig"": 62, ""rt_comp"": 0.5483870967741935, ""rt_annual"": 9.855952380952381, ""rt_per_bar"": 0.025757575757575757, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.011601201569382017}, {""lookback"": 210, ""n_rt"": 37, ""n_sig"": 66, ""rt_comp"": 0.5606060606060606, ""rt_annual"": 10.987195121951219, ""rt_per_bar"": 0.02868217054263566, ""lb_stability_bonus"": 1.15, ""combined"": 0.013845114027191432}]",0.00635,0.016131,0.393658,0.5349,0.0,41.26,17,4,4,0.8233,"[{""regime"": 1, ""n_rt"": 4, ""n_sig"": 12, ""completion"": 0.3333333333333333, ""annual_freq"": 4.7745098039215685}, {""regime"": 2, ""n_rt"": 13, ""n_sig"": 18, ""completion"": 0.7222222222222222, ""annual_freq"": 15.517156862745098}, {""regime"": 3, ""n_rt"": 10, ""n_sig"": 18, ""completion"": 0.5555555555555556, ""annual_freq"": 11.936274509803923}, {""regime"": 4, ""n_rt"": 10, ""n_sig"": 18, ""completion"": 0.5555555555555556, ""annual_freq"": 11.820388349514563}]",0.019652,0.4111,1499
376,NEARUSDT-MKRUSDT,NEARUSDT,MKRUSDT,70.5,8.47,3.0,0.0,14.21,44.82,-0.0,24,49,0.4898,8.389,180,"[{""lookback"": 100, ""n_rt"": 25, ""n_sig"": 52, ""rt_comp"": 0.4807692307692308, ""rt_annual"": 8.116666666666667, ""rt_per_bar"": 0.02109704641350211, ""lb_stability_bonus"": 1.0, ""combined"": 0.0070327739094605685}, {""lookback"": 130, ""n_rt"": 21, ""n_sig"": 49, ""rt_comp"": 0.42857142857142855, ""rt_annual"": 7.004794520547946, ""rt_per_bar"": 0.01818181818181818, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.005309882783664466}, {""lookback"": 155, ""n_rt"": 24, ""n_sig"": 51, ""rt_comp"": 0.47058823529411764, ""rt_annual"": 8.19252336448598, ""rt_per_bar"": 0.021238938053097345, ""lb_stability_bonus"": 1.075, ""combined"": 0.00737060030680142}, {""lookback"": 180, ""n_rt"": 24, ""n_sig"": 49, ""rt_comp"": 0.4897959183673469, ""rt_annual"": 8.388516746411483, ""rt_per_bar"": 0.02171945701357466, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.00825731498776659}, {""lookback"": 210, ""n_rt"": 23, ""n_sig"": 48, ""rt_comp"": 0.4791666666666667, ""rt_annual"": 8.276600985221675, ""rt_per_bar"": 0.021395348837209303, ""lb_stability_bonus"": 1.15, ""combined"": 0.008161070134053958}]",0.017944,0.02311,0.776482,0.8836,0.0714,34.2,14,4,4,0.8682,"[{""regime"": 1, ""n_rt"": 4, ""n_sig"": 9, ""completion"": 0.4444444444444444, ""annual_freq"": 5.61923076923077}, {""regime"": 2, ""n_rt"": 5, ""n_sig"": 15, ""completion"": 0.3333333333333333, ""annual_freq"": 7.024038461538462}, {""regime"": 3, ""n_rt"": 7, ""n_sig"": 11, ""completion"": 0.6363636363636364, ""annual_freq"": 9.833653846153847}, {""regime"": 4, ""n_rt"": 8, ""n_sig"": 14, ""completion"": 0.5714285714285714, ""annual_freq"": 11.15267175572519}]",0.019331,0.3821,1284
377,XRPUSDT-RUNEUSDT,XRPUSDT,RUNEUSDT,70.35,9.55,1.31,0.0,14.5,50.0,-5.0,37,58,0.6379,10.085,100,"[{""lookback"": 100, ""n_rt"": 37, ""n_sig"": 58, ""rt_comp"": 0.6379310344827587, ""rt_annual"": 10.08526119402985, ""rt_per_bar"": 0.02642857142857143, ""lb_stability_bonus"": 1.0, ""combined"": 0.013465865866469973}, {""lookback"": 130, ""n_rt"": 24, ""n_sig"": 52, ""rt_comp"": 0.46153846153846156, ""rt_annual"": 6.691603053435114, ""rt_per_bar"": 0.017518248175182483, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.0057176204601019145}, {""lookback"": 155, ""n_rt"": 21, ""n_sig"": 49, ""rt_comp"": 0.42857142857142855, ""rt_annual"": 5.969066147859922, ""rt_per_bar"": 0.015613382899628252, ""lb_stability_bonus"": 1.075, ""combined"": 0.004709125846914258}, {""lookback"": 180, ""n_rt"": 26, ""n_sig"": 52, ""rt_comp"": 0.5, ""rt_annual"": 7.536904761904762, ""rt_per_bar"": 0.019696969696969695, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.007723631921224962}, {""lookback"": 210, ""n_rt"": 32, ""n_sig"": 57, ""rt_comp"": 0.5614035087719298, ""rt_annual"": 9.502439024390243, ""rt_per_bar"": 0.024806201550387597, ""lb_stability_bonus"": 1.15, ""combined"": 0.01199971115700914}]",0.032428,0.125748,0.257884,1.957,0.0,15.11,18,4,4,0.9159,"[{""regime"": 1, ""n_rt"": 10, ""n_sig"": 16, ""completion"": 0.625, ""annual_freq"": 10.93562874251497}, {""regime"": 2, ""n_rt"": 7, ""n_sig"": 11, ""completion"": 0.6363636363636364, ""annual_freq"": 7.654940119760479}, {""regime"": 3, ""n_rt"": 11, ""n_sig"": 18, ""completion"": 0.6111111111111112, ""annual_freq"": 12.029191616766466}, {""regime"": 4, ""n_rt"": 11, ""n_sig"": 15, ""completion"": 0.7333333333333333, ""annual_freq"": 11.993283582089552}]",8.3e-05,10.4519,1499
378,DOGEUSDT-INJUSDT,DOGEUSDT,INJUSDT,70.22,9.37,3.0,0.0,14.18,43.67,-0.0,38,62,0.6129,11.015,180,"[{""lookback"": 100, ""n_rt"": 36, ""n_sig"": 62, ""rt_comp"": 0.5806451612903226, ""rt_annual"": 9.812686567164178, ""rt_per_bar"": 0.025714285714285714, ""lb_stability_bonus"": 1.0, ""combined"": 0.011377338566284348}, {""lookback"": 130, ""n_rt"": 30, ""n_sig"": 55, ""rt_comp"": 0.5454545454545454, ""rt_annual"": 8.364503816793892, ""rt_per_bar"": 0.021897810218978103, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.009182297022684615}, {""lookback"": 155, ""n_rt"": 36, ""n_sig"": 63, ""rt_comp"": 0.5714285714285714, ""rt_annual"": 10.232684824902723, ""rt_per_bar"": 0.026765799256505577, ""lb_stability_bonus"": 1.075, ""combined"": 0.012428868915948672}, {""lookback"": 180, ""n_rt"": 38, ""n_sig"": 62, ""rt_comp"": 0.6129032258064516, ""rt_annual"": 11.01547619047619, ""rt_per_bar"": 0.02878787878787879, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.015320208350022497}, {""lookback"": 210, ""n_rt"": 26, ""n_sig"": 55, ""rt_comp"": 0.4727272727272727, ""rt_annual"": 7.720731707317073, ""rt_per_bar"": 0.020155038759689922, ""lb_stability_bonus"": 1.15, ""combined"": 0.007533511676537564}]",0.014499,0.027434,0.528503,1.0369,0.0,35.23,17,4,4,0.8633,"[{""regime"": 1, ""n_rt"": 7, ""n_sig"": 13, ""completion"": 0.5384615384615384, ""annual_freq"": 8.14251592356688}, {""regime"": 2, ""n_rt"": 11, ""n_sig"": 18, ""completion"": 0.6111111111111112, ""annual_freq"": 12.795382165605094}, {""regime"": 3, ""n_rt"": 7, ""n_sig"": 15, ""completion"": 0.4666666666666667, ""annual_freq"": 8.14251592356688}, {""regime"": 4, ""n_rt"": 13, ""n_sig"": 17, ""completion"": 0.7647058823529411, ""annual_freq"": 15.073809523809524}]",0.021393,2.175,1499
379,ADAUSDT-SEIUSDT,ADAUSDT,SEIUSDT,70.21,9.7,2.96,0.0,14.63,43.38,-0.45,27,41,0.6585,12.056,100,"[{""lookback"": 100, ""n_rt"": 27, ""n_sig"": 41, ""rt_comp"": 0.6585365853658537, ""rt_annual"": 12.055929095354522, ""rt_per_bar"": 0.030751708428246014, ""lb_stability_bonus"": 1.0, ""combined"": 0.01643384208304079}, {""lookback"": 130, ""n_rt"": 21, ""n_sig"": 39, ""rt_comp"": 0.5384615384615384, ""rt_annual"": 9.733819796954315, ""rt_per_bar"": 0.024764150943396228, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.01018516984471853}, {""lookback"": 155, ""n_rt"": 11, ""n_sig"": 33, ""rt_comp"": 0.3333333333333333, ""rt_annual"": 5.265727391874181, ""rt_per_bar"": 0.013365735115431349, ""lb_stability_bonus"": 1.075, ""combined"": 0.0027651546914407954}, {""lookback"": 180, ""n_rt"": 19, ""n_sig"": 39, ""rt_comp"": 0.48717948717948717, ""rt_annual"": 9.403455284552845, ""rt_per_bar"": 0.023809523809523808, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.008979483277655662}, {""lookback"": 210, ""n_rt"": 15, ""n_sig"": 36, ""rt_comp"": 0.4166666666666667, ""rt_annual"": 7.7383474576271185, ""rt_per_bar"": 0.01953125, ""lb_stability_bonus"": 1.15, ""combined"": 0.0060410303387295585}]",0.019137,0.032424,0.59021,0.6074,0.0909,24.95,11,4,4,0.9386,"[{""regime"": 1, ""n_rt"": 6, ""n_sig"": 9, ""completion"": 0.6666666666666666, ""annual_freq"": 10.795566502463055}, {""regime"": 2, ""n_rt"": 7, ""n_sig"": 11, ""completion"": 0.6363636363636364, ""annual_freq"": 12.594827586206897}, {""regime"": 3, ""n_rt"": 6, ""n_sig"": 8, ""completion"": 0.75, ""annual_freq"": 10.795566502463055}, {""regime"": 4, ""n_rt"": 8, ""n_sig"": 13, ""completion"": 0.6153846153846154, ""annual_freq"": 14.184466019417476}]",0.021921,3.2717,977
380,DOGEUSDT-OPUSDT,DOGEUSDT,OPUSDT,70.07,9.19,3.0,0.0,14.3,43.58,-0.0,33,56,0.5893,10.499,210,"[{""lookback"": 100, ""n_rt"": 34, ""n_sig"": 57, ""rt_comp"": 0.5964912280701754, ""rt_annual"": 9.871621621621621, ""rt_per_bar"": 0.025796661608497723, ""lb_stability_bonus"": 1.0, ""combined"": 0.011884190336950526}, {""lookback"": 130, ""n_rt"": 25, ""n_sig"": 50, ""rt_comp"": 0.5, ""rt_annual"": 7.435871335504887, ""rt_per_bar"": 0.019409937888198756, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.007143185915960235}, {""lookback"": 155, ""n_rt"": 31, ""n_sig"": 55, ""rt_comp"": 0.5636363636363636, ""rt_annual"": 9.412094763092268, ""rt_per_bar"": 0.02454473475851148, ""lb_stability_bonus"": 1.075, ""combined"": 0.011165169332837229}, {""lookback"": 180, ""n_rt"": 27, ""n_sig"": 52, ""rt_comp"": 0.5192307692307693, ""rt_annual"": 8.37160441426146, ""rt_per_bar"": 0.021809369951534735, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.009050048273781561}, {""lookback"": 210, ""n_rt"": 33, ""n_sig"": 56, ""rt_comp"": 0.5892857142857143, ""rt_annual"": 10.499346689895471, ""rt_per_bar"": 0.027317880794701987, ""lb_stability_bonus"": 1.15, ""combined"": 0.014211296981970392}]",0.012798,0.025126,0.509344,0.883,0.0,59.68,15,4,4,0.8831,"[{""regime"": 1, ""n_rt"": 11, ""n_sig"": 16, ""completion"": 0.6875, ""annual_freq"": 14.048076923076923}, {""regime"": 2, ""n_rt"": 6, ""n_sig"": 12, ""completion"": 0.5, ""annual_freq"": 7.6625874125874125}, {""regime"": 3, ""n_rt"": 8, ""n_sig"": 16, ""completion"": 0.5, ""annual_freq"": 10.216783216783217}, {""regime"": 4, ""n_rt"": 7, ""n_sig"": 12, ""completion"": 0.5833333333333334, ""annual_freq"": 8.908536585365853}]",0.021557,2.1611,1417
381,UNIUSDT-INJUSDT,UNIUSDT,INJUSDT,69.7,9.02,3.0,0.0,14.28,43.4,-0.0,39,69,0.5652,11.581,210,"[{""lookback"": 100, ""n_rt"": 39, ""n_sig"": 69, ""rt_comp"": 0.5652173913043478, ""rt_annual"": 10.630410447761195, ""rt_per_bar"": 0.027857142857142858, ""lb_stability_bonus"": 1.0, ""combined"": 0.011837496014253072}, {""lookback"": 130, ""n_rt"": 40, ""n_sig"": 70, ""rt_comp"": 0.5714285714285714, ""rt_annual"": 11.15267175572519, ""rt_per_bar"": 0.029197080291970802, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.013127896758989559}, {""lookback"": 155, ""n_rt"": 38, ""n_sig"": 70, ""rt_comp"": 0.5428571428571428, ""rt_annual"": 10.801167315175096, ""rt_per_bar"": 0.02825278810408922, ""lb_stability_bonus"": 1.075, ""combined"": 0.012147813378806915}, {""lookback"": 180, ""n_rt"": 37, ""n_sig"": 69, ""rt_comp"": 0.5362318840579711, ""rt_annual"": 10.725595238095238, ""rt_per_bar"": 0.02803030303030303, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.012207420042401001}, {""lookback"": 210, ""n_rt"": 39, ""n_sig"": 69, ""rt_comp"": 0.5652173913043478, ""rt_annual"": 11.581097560975609, ""rt_per_bar"": 0.030232558139534883, ""lb_stability_bonus"": 1.15, ""combined"": 0.014773929134067786}]",0.007247,0.015294,0.473863,0.8039,0.0,34.48,17,4,4,0.8794,"[{""regime"": 1, ""n_rt"": 12, ""n_sig"": 17, ""completion"": 0.7058823529411765, ""annual_freq"": 14.323529411764707}, {""regime"": 2, ""n_rt"": 11, ""n_sig"": 20, ""completion"": 0.55, ""annual_freq"": 13.129901960784315}, {""regime"": 3, ""n_rt"": 9, ""n_sig"": 19, ""completion"": 0.47368421052631576, ""annual_freq"": 10.742647058823529}, {""regime"": 4, ""n_rt"": 6, ""n_sig"": 14, ""completion"": 0.42857142857142855, ""annual_freq"": 7.092233009708738}]",0.02188,0.4022,1499
382,DOGEUSDT-IMXUSDT,DOGEUSDT,IMXUSDT,69.66,9.63,2.97,0.0,13.6,43.65,-0.18,37,57,0.6491,10.726,180,"[{""lookback"": 100, ""n_rt"": 27, ""n_sig"": 52, ""rt_comp"": 0.5192307692307693, ""rt_annual"": 7.3595149253731345, ""rt_per_bar"": 0.019285714285714285, ""lb_stability_bonus"": 1.0, ""combined"": 0.0072156649527141264}, {""lookback"": 130, ""n_rt"": 37, ""n_sig"": 57, ""rt_comp"": 0.6491228070175439, ""rt_annual"": 10.316221374045801, ""rt_per_bar"": 0.027007299270072994, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.014702265495063385}, {""lookback"": 155, ""n_rt"": 38, ""n_sig"": 58, ""rt_comp"": 0.6551724137931034, ""rt_annual"": 10.801167315175096, ""rt_per_bar"": 0.02825278810408922, ""lb_stability_bonus"": 1.075, ""combined"": 0.016106574328437494}, {""lookback"": 180, ""n_rt"": 37, ""n_sig"": 57, ""rt_comp"": 0.6491228070175439, ""rt_annual"": 10.725595238095238, ""rt_per_bar"": 0.02803030303030303, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.016258678409718764}, {""lookback"": 210, ""n_rt"": 33, ""n_sig"": 57, ""rt_comp"": 0.5789473684210527, ""rt_annual"": 9.799390243902439, ""rt_per_bar"": 0.02558139534883721, ""lb_stability_bonus"": 1.15, ""combined"": 0.01295927471378956}]",0.014054,0.031863,0.441072,0.8402,0.0,19.17,16,4,4,0.7663,"[{""regime"": 1, ""n_rt"": 6, ""n_sig"": 10, ""completion"": 0.6, ""annual_freq"": 6.979299363057325}, {""regime"": 2, ""n_rt"": 14, ""n_sig"": 17, ""completion"": 0.8235294117647058, ""annual_freq"": 16.28503184713376}, {""regime"": 3, ""n_rt"": 4, ""n_sig"": 13, ""completion"": 0.3076923076923077, ""annual_freq"": 4.6528662420382165}, {""regime"": 4, ""n_rt"": 13, ""n_sig"": 17, ""completion"": 0.7647058823529411, ""annual_freq"": 15.073809523809524}]",0.021439,3.1088,1499
383,ETHUSDT-OPUSDT,ETHUSDT,OPUSDT,69.6,8.49,3.0,0.0,13.67,44.44,-0.0,32,65,0.4923,9.716,155,"[{""lookback"": 100, ""n_rt"": 30, ""n_sig"": 59, ""rt_comp"": 0.5084745762711864, ""rt_annual"": 8.710254372019078, ""rt_per_bar"": 0.02276176024279211, ""lb_stability_bonus"": 1.0, ""combined"": 0.0082529594085937}, {""lookback"": 130, ""n_rt"": 23, ""n_sig"": 56, ""rt_comp"": 0.4107142857142857, ""rt_annual"": 6.841001628664496, ""rt_per_bar"": 0.017857142857142856, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.004892541160539687}, {""lookback"": 155, ""n_rt"": 32, ""n_sig"": 65, ""rt_comp"": 0.49230769230769234, ""rt_annual"": 9.71571072319202, ""rt_per_bar"": 0.025336500395882817, ""lb_stability_bonus"": 1.075, ""combined"": 0.009408275462848432}, {""lookback"": 180, ""n_rt"": 29, ""n_sig"": 63, ""rt_comp"": 0.4603174603174603, ""rt_annual"": 8.991723259762308, ""rt_per_bar"": 0.023424878836833602, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.008113919065469313}, {""lookback"": 210, ""n_rt"": 26, ""n_sig"": 58, ""rt_comp"": 0.4482758620689655, ""rt_annual"": 8.272212543554007, ""rt_per_bar"": 0.02152317880794702, ""lb_stability_bonus"": 1.15, ""combined"": 0.007428861910488668}]",0.010693,0.027836,0.384132,0.638,0.0,42.96,16,4,4,0.779,"[{""regime"": 1, ""n_rt"": 14, ""n_sig"": 21, ""completion"": 0.6666666666666666, ""annual_freq"": 17.045}, {""regime"": 2, ""n_rt"": 5, ""n_sig"": 14, ""completion"": 0.35714285714285715, ""annual_freq"": 6.0875}, {""regime"": 3, ""n_rt"": 6, ""n_sig"": 14, ""completion"": 0.42857142857142855, ""annual_freq"": 7.305000000000001}, {""regime"": 4, ""n_rt"": 7, ""n_sig"": 16, ""completion"": 0.4375, ""annual_freq"": 8.5225}]",0.020011,0.4029,1417
384,FETUSDT-POLUSDT,FETUSDT,POLUSDT,69.14,8.72,2.92,0.0,11.14,46.36,-0.0,11,21,0.5238,9.498,100,"[{""lookback"": 100, ""n_rt"": 11, ""n_sig"": 21, ""rt_comp"": 0.5238095238095238, ""rt_annual"": 9.49822695035461, ""rt_per_bar"": 0.022774327122153208, ""lb_stability_bonus"": 1.0, ""combined"": 0.0086338726805822}, {""lookback"": 130, ""n_rt"": 9, ""n_sig"": 22, ""rt_comp"": 0.4090909090909091, ""rt_annual"": 8.364503816793894, ""rt_per_bar"": 0.019867549668874173, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.005411116096108886}, {""lookback"": 155, ""n_rt"": 6, ""n_sig"": 20, ""rt_comp"": 0.3, ""rt_annual"": 5.955163043478262, ""rt_per_bar"": 0.014018691588785047, ""lb_stability_bonus"": 1.075, ""combined"": 0.0024762690391880752}, {""lookback"": 180, ""n_rt"": 4, ""n_sig"": 15, ""rt_comp"": 0.26666666666666666, ""rt_annual"": 4.259475218658892, ""rt_per_bar"": 0.009925558312655087, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.001515916182529389}, {""lookback"": 210, ""n_rt"": 2, ""n_sig"": 12, ""rt_comp"": 0.16666666666666666, ""rt_annual"": 2.3338658146964857, ""rt_per_bar"": 0.005361930294906166, ""lb_stability_bonus"": 1.15, ""combined"": 0.0004195581179923525}]",0.033684,0.034443,0.977958,0.5452,0.0,33.49,4,3,4,0.7311,"[{""regime"": 1, ""n_rt"": 5, ""n_sig"": 6, ""completion"": 0.8333333333333334, ""annual_freq"": 17.392857142857142}, {""regime"": 2, ""n_rt"": 1, ""n_sig"": 4, ""completion"": 0.25, ""annual_freq"": 3.4785714285714286}, {""regime"": 3, ""n_rt"": 3, ""n_sig"": 5, ""completion"": 0.6, ""annual_freq"": 10.435714285714287}, {""regime"": 4, ""n_rt"": 2, ""n_sig"": 6, ""completion"": 0.3333333333333333, ""annual_freq"": 6.957142857142857}]",0.016553,0.1772,582
385,UNIUSDT-MKRUSDT,UNIUSDT,MKRUSDT,68.82,9.2,2.87,0.0,14.15,42.61,-0.0,36,61,0.5902,12.289,155,"[{""lookback"": 100, ""n_rt"": 36, ""n_sig"": 61, ""rt_comp"": 0.5901639344262295, ""rt_annual"": 11.687999999999999, ""rt_per_bar"": 0.030379746835443037, ""lb_stability_bonus"": 1.0, ""combined"": 0.01377346307474855}, {""lookback"": 130, ""n_rt"": 34, ""n_sig"": 59, ""rt_comp"": 0.576271186440678, ""rt_annual"": 11.34109589041096, ""rt_per_bar"": 0.02943722943722944, ""lb_stability_bonus"": 1.040909090909091, ""combined"": 0.01340448374615247}, {""lookback"": 155, ""n_rt"": 36, ""n_sig"": 61, ""rt_comp"": 0.5901639344262295, ""rt_annual"": 12.288785046728972, ""rt_per_bar"": 0.03185840707964602, ""lb_stability_bonus"": 1.075, ""combined"": 0.015527141835703813}, {""lookback"": 180, ""n_rt"": 30, ""n_sig"": 60, ""rt_comp"": 0.5, ""rt_annual"": 10.485645933014354, ""rt_per_bar"": 0.027149321266968326, ""lb_stability_bonus"": 1.1090909090909091, ""combined"": 0.010645869268378298}, {""lookback"": 210, ""n_rt"": 25, ""n_sig"": 54, ""rt_comp"": 0.46296296296296297, ""rt_annual"": 8.996305418719212, ""rt_per_bar"": 0.023255813953488372, ""lb_stability_bonus"": 1.15, ""combined"": 0.008424589686215948}]",0.016042,0.037576,0.426922,0.8013,0.0,30.63,15,4,4,0.8579,"[{""regime"": 1, ""n_rt"": 12, ""n_sig"": 16, ""completion"": 0.75, ""annual_freq"": 16.477443609022558}, {""regime"": 2, ""n_rt"": 9, ""n_sig"": 16, ""completion"": 0.5625, ""annual_freq"": 12.358082706766918}, {""regime"": 3, ""n_rt"": 9, ""n_sig"": 16, ""completion"": 0.5625, ""annual_freq"": 12.358082706766918}, {""regime"": 4, ""n_rt"": 5, ""n_sig"": 13, ""completion"": 0.38461538461538464, ""annual_freq"": 6.7890334572490705}]",0.023305,0.3677,1284
